Vowel Ending,Number / ਵਚਨ,Grammar / ਵਯਾਕਰਣ,Gender / ਲਿੰਗ,Word Root,Type,Evaluation,Reference Verse,Darpan Translation,Darpan Meaning,ChatGPT Commentry,Word Index,Row State
ਭੂਪਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Masculine / ਪੁਲਿੰਗ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਭੂਮਿ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਭੂਮਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਭੂਲਉ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਭੂਲਤੇ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ (Participle form),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਭੂਲੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਭੂੜੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਭੇਟਿਲੇ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਭੇਟੁਲਾ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਭੇਟੇਲਾ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਭੈ,Plural / ਬਹੁ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਉ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਭੈ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਉ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਭੈ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਉ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਭੈ ਭਾਇ,,Manner / ਵਿਧੀ ਵਾਚਕ (Compound form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਭੈਇਲਾ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਭੈਣ,Singular / ਇਕ,Vocative ਸੰਬੋਧਨ,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਭੈਲਾ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਭੋ,,Vocative ਸੰਬੋਧਨ,,,Interjection / ਵਿਸਮਿਕ,Predefined,,,,,,
ਭੋਜਨ,Plural / ਬਹੁ,,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਭੋਜਨੁ,Singular / ਇਕ,,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਭੋਲਾ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਭੋਲੇ ਭਾਇ,,Manner / ਵਿਧੀ ਵਾਚਕ (Compound form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਮ,Singular / ਇਕ,Pronominal Suffixes ਾ End,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਉਲਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਇ,,ਵਿਸ਼ੇਸ਼ਣ / Adjective,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਸਕਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਸਟਿ,,,,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਮਸਲਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਸਵਾਣੀ,,ਵਿਸ਼ੇਸ਼ਣ / Adjective,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਸਾਣੀ,Plural / ਬਹੁ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਸੀਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਸੁ,Singular / ਇਕ,,Feminine / ਇਸਤਰੀ,ੁ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਸੁ ਕੈ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Indeclinable Past ਪੁਰਬ ਪੁਰਨ/ਕਾਰਜ ਕਾਰਨ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਸੂਰਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਹਜਿਦਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਹਲ,Singular / ਇਕ,Nominative ਕਰਤਾ,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਹਲ,Singular / ਇਕ,,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਹਲੁ ਕੁਮਹਲੁ,,ਵਿਰੋਧਾਰਥਕ,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਹਾਬਲਿ,,ਵਿਸ਼ੇਸ਼ਣ / Adjective,,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਹਿ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਹਿਅਲਿ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਹਿਜਾ,Singular / ਇਕ,Possessive Pronominal / ਸੰਬੰਧ ਦਰਸਾਊ,Masculine / ਪੁਲਿੰਗ,1st Person / ਉੱਤਮ ਪੁਰਖ,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਮਹਿੰਜਾ,Singular / ਇਕ,Genitive ਸੰਬੰਧ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਮਹਿੰਜਾ,Singular / ਇਕ,Possessive Pronominal / ਸੰਬੰਧ ਦਰਸਾਊ,Masculine / ਪੁਲਿੰਗ,1st Person / ਉੱਤਮ ਪੁਰਖ,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਮਹਿਜੀ,Singular / ਇਕ,Possessive Pronominal / ਸੰਬੰਧ ਦਰਸਾਊ,Feminine / ਇਸਤਰੀ,1st Person / ਉੱਤਮ ਪੁਰਖ,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਮਹਿਜੇ,Plural / ਬਹੁ,Possessive Pronominal / ਸੰਬੰਧ ਦਰਸਾਊ,Masculine / ਪੁਲਿੰਗ,1st Person / ਉੱਤਮ ਪੁਰਖ,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਮਹਿੰਜੇ,Plural / ਬਹੁ,Possessive Pronominal / ਸੰਬੰਧ ਦਰਸਾਊ,Masculine / ਪੁਲਿੰਗ,1st Person / ਉੱਤਮ ਪੁਰਖ,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਮਹਿੰਡਾ,Singular / ਇਕ,Genitive ਸੰਬੰਧ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਮਹਿੰਡਾ,Singular / ਇਕ,Possessive Pronominal / ਸੰਬੰਧ ਦਰਸਾਊ,Masculine / ਪੁਲਿੰਗ,1st Person / ਉੱਤਮ ਪੁਰਖ,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਮਕਸਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਗਹ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਛੁਲੀ,,ਅਲਪਾਰਥਕ / Diminutive,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਜਲਸਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮੰਝਹੁ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਮਝਰੀਆ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮੰਝਾ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਝਾਹੂ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮੰਝਾਹੂ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਝਾਰ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਝਾਰਿ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮੰਝਾਰਿ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮੰਝਿ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਝਿਆ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮੰਝੁ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਮਝੂਰਿ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮੰਞੁ,Singular / ਇਕ,Accusative ਕਰਮ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਮੰਞੁ,Singular / ਇਕ,Genitive ਸੰਬੰਧ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਮਟੁਕੀ,,ਅਲਪਾਰਥਕ / Diminutive,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਣਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Masculine / ਪੁਲਿੰਗ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਣੀ,,ਵਿਸ਼ੇਸ਼ਣ / Adjective,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਤ,,Decision / ਨਿਰਣਾ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਮਤੜੀ,,ਅਲਪਾਰਥਕ / Diminutive,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਤੀ,Plural / ਬਹੁ,Nominative ਕਰਤਾ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਤੀ,Singular / ਇਕ,Instrumental ਕਰਣ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਤੁ,,Lest,,,Conjunction / ਯੋਜਕ,Predefined,,,,,,
ਮਥਾਹਿ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮੰਦਰ,Plural / ਬਹੁ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮੰਧ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮੰਧਾਹੀ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਧਿ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਧਿ,,Time / ਸਮਾ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਮਧੇ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮੰਧੇ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਨ,Singular / ਇਕ,Vocative ਸੰਬੋਧਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨ ਹੀ,Plural / ਬਹੁ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨ ਭਾਇ,,Manner / ਵਿਧੀ ਵਾਚਕ (Compound form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਮਨਹਿ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨਹਿ,Singular / ਇਕ,Genitive ਸੰਬੰਧ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨਹਿ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨਹਿ,Singular / ਇਕ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨਹਿ,Singular / ਇਕ,Dative ਸੰਪ੍ਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨਹਿ,,,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਮਨਹੁ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨਮੁਖੀ,Plural / ਬਹੁ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨਮੁਖੁ,Singular / ਇਕ,,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨਿ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨਿ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮੰਨਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮੰਨਿਅੜੀ,,ਅਲਪਾਰਥਕ / Diminutive,,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਨੀ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮੰਨੀਅਨਿ,Plural / ਬਹੁ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਨੁ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਨੂਆ,,ਅਲਪਾਰਥਕ / Diminutive,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮੰਨੇਨਿ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਨੈ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਭ,Singular / ਇਕ,Qualitative ਗੁਣ,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਮਰਹੁ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਰਣੇਨ,Singular / ਇਕ,Instrumental ਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਰਬੇ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Abstract ਭਾਵ ਵਾਚਕ (Infinitive),Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਰਿ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Perfect ਪੁਰਬ-ਪੁਰਨ (Root),Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਰਿਬੋ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਰਿਬੋ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਰੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਰੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਰੈ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਲਿ,,ਵਿਸ਼ੇਸ਼ਣ / Adjective,,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਲਿਨ,,ਵਿਸ਼ੇਸ਼ਣ / Adjective,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਲੁ,Singular / ਇਕ,,Feminine / ਇਸਤਰੀ,ੁ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮੜੀ,Plural / ਬਹੁ,Locative ਅਧਿਕਰਣ,Feminine / ਇਸਤਰੀ,ਬਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਾ,Singular / ਇਕ,Genitive ਸੰਬੰਧ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਮਾਇ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਾਹ,Plural / ਬਹੁ,,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਾਹਿ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਾਹੀ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਾਹੀਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਾਹੁ,Singular / ਇਕ,,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਾਹੇ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਾਗਉ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਾਂਗਉ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਾਂਗਨਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਾਗੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਾਗੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਾਂਜਸਿ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਾਝ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਾਝੈ,Singular / ਇਕ,Dative ਸੰਪ੍ਦਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਮਾਝੈ,,"In, Inside, Within",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਮਾਣਇ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਾਨ,,ਵਿਸ਼ੇਸ਼ਣ / Adjective,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਮਾਨਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਾਨੀਅਹੁ,Plural / ਬਹੁ,Passive Future Simple ਸਾਧਾਰਣ ਭਵਿਖਤ ਕਾਲ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਮਾਨੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
