Word,Meanings
ਰੋਮ ਰੋਮ ਮਹਿ,"['ਸਾਰੀ ਸ੍ਰਿਸ਼ਟੀ ਦੇ ਜ਼ੱਰੇ ਜ਼ੱਰੇ ਵਿਚ', 'ਚੌਦ੍ਹਾਂ ਲੋਕਾਂ ਦੇ ਰੋਮ ਰੋਮ ਵਿਚ']"
ਰੋਮਾਈ,['ਰੋਮ ਜਿਤਨਾ ਭੀ']
ਰੋਮਾਵਲਿ,"['ਜਿਸਮ ਦੇ ਰੋਮ', 'ਰੋਮਾਂ ਦੀ ਪੰਕਤੀ', 'ਰੋਮਾਂ ਦੀ ਕਤਾਰ']"
ਰੋਮਾਵਲੀ,"['ਰੋਮ+ਆਵਲੀ', 'ਉੱਨ', 'ਰੋਮਾਂ ਦੀ ਕਤਾਰ']"
ਰੋਮਿ,['ਰੋਮ ਰੋਮ ਵਿਚ']
ਰੋਮਿ ਰੋਮਿ,"['ਤਨੋਂ ਮਨੋਂ', 'ਹਰੇਕ ਰੋਮ ਵਿਚ', 'ਲੂੰ ਲੂੰ ਨਾਲ', 'ਪੂਰੇ ਤੌਰ ਤੇ ਤਨੋਂ ਮਨੋਂ', 'ਹਰੇਕ ਰੋਮ ਦੀ ਰਾਹੀਂ']"
ਰੋਮੇ ਰੋਮਿ,"['ਰੋਮਿ ਰੋਮਿ', 'ਰੋਮ ਰੋਮ ਦੀ ਰਾਹੀਂ']"
ਰੋਲ ਘਚੋਲਾ,['ਰੌਲਾ-ਗੌਲਾ']
ਰੋਲਿ,['ਰੁਲ ਗਈ']
ਰੋਲੁ,"['ਰੌਲਾ', 'ਸ਼ੱਕ', 'ਭੁਲੇਖਾ', 'ਝਗੜਾ']"
ਰੋਵਣਹਾਰੇ,['ਰੋਣ ਵਾਲੇ']
ਰੋਵਤ,['ਰੋਂਦੇ']
ਰੋਵਨਹਾਰਾ,['ਗਿਲਾ ਕਰਨ ਵਾਲਾ']
ਰੋਵਨਹਾਰੁ,"['ਰੋ ਰੋ ਕੇ ਖਪਣ ਵਾਲਾ', 'ਰੋਣ ਵਾਲਾ', 'ਮਾਇਕ ਭੋਗਾਂ ਦੀ ਖ਼ਾਤਰ ਖਪਣ ਵਾਲਾ']"
ਰੋਵਨਹਾਰੈ,['ਰੋਣ ਵਾਲੇ ਨੇ']
ਰੋਵਨਿ,"['ਰੌਲਾ ਪਾਂਦੀਆਂ ਰਹਿੰਦੀਆਂ ਹਨ', 'ਰੋਂਦੀਆਂ ਹਨ']"
ਰੋਵਨੁ ਲਗਤੁ,"['ਰੋਂਦਾ ਹੈ', 'ਦੁੱਖੀ ਹੁੰਦਾ ਹੈ']"
ਰੋਵਹਿ,"['ਵੈਰਾਗ ਵਿਚ ਆਉਂਦੇ ਹਨ', 'ਜੋ ਵੈਰਾਗ ਵਿਚ ਆਉਂਦੇ ਹਨ', 'ਦੁਖੀ ਹੁੰਦੀਆਂ ਹਨ', 'ਪ੍ਰਭੂ ਨਾਲੋਂ ਵਿਛੋੜਾ ਅਨੁਭਵ ਕਰਦੇ ਹਨ']"
ਰੋਵਹਿ ਦੁਖ,"['ਰੋਣੇ ਰੋਂਦੇ ਹਨ', 'ਦੁਖ ਰੋਂਦੇ ਹਨ']"
ਰੋਵਹੁ,"['ਵੈਰਾਗ ਵਿਚ ਆਓ', 'ਅਫ਼ਸੋਸ ਕਰੋ', 'ਰੋ ਪਿੱਟ ਲਵੋ']"
ਰੋਵਾ,"['ਰੋਂਦੀ ਹਾਂ', 'ਰੋਵਾਂ']"
ਰੋਵੈ,"['ਦੁੱਖੀ ਹੁੰਦਾ ਹੈ', 'ਦੁਖੀ ਹੁੰਦੀ ਹੈ', 'ਕਲਪਦਾ ਹੈ', 'ਵੈਰਾਗ ਵਿਚ ਆ ਜਾਂਦਾ ਹੈ', 'ਤਰਲੇ ਲੈਂਦਾ ਹੈ', 'ਜੋ ਵੈਰਾਗਵਾਨ ਹੁੰਦਾ ਹੈ']"
ਰੋਵੈ ਬਲਾਇ,"['ਮੈਂ ਕਿਉਂ ਰੋਵਾਂ?', 'ਮੇਰੀ ਬਲਾ ਰੋਵੇ']"
ਰੋਸ,['ਗੁੱਸਾ']
ਰੋਸੀ,['ਰੋਵੇਗੀ']
ਰੋਸੁ,"['ਰੁਸੇਵਾਂ', 'ਰਸੇਵਾਂ', 'ਅਜੋੜ', 'ਗਿਲਾ', 'ਗੁੱਸਾ', 'ਰੋਸਾ', 'ਗ਼ੁੱਸਾ', 'ਕ੍ਰੋਧ']"
ਰੋਸੁ ਨ ਕੀਜੈ,"['ਰੋਸਾ ਨਹੀਂ ਕਰਨਾ ਚਾਹੀਦਾ', 'ਗਿਲਾ ਨਹੀਂ ਕਰਨਾ ਚਾਹੀਦਾ']"
ਰੋਹ,['ਗੁੱਸਾ']
ਰੋਹਿ,"['ਰੋਹ ਵਿਚ', 'ਕ੍ਰੋਧ ਵਿਚ', 'ਗੁੱਸੇ ਵਿਚ']"
ਰੋਹਿਆ,"['ਕ੍ਰੋਧਵਾਨ', 'ਰੋਹ ਵਿਚ ਰਹਿੰਦਾ ਹੈ']"
ਰੋਹੁ,['ਕ੍ਰੋਧ']
ਰੋਹੈ,"['ਰੋਹ', 'ਕ੍ਰੋਧ']"
ਰੋੜਾ,"['ਰੋੜ', 'ਇੱਟ ਦਾ ਟੋਟਾ']"
ਰੰਕ,"['ਕੰਗਾਲ', 'ਆਤਕਮ ਜੀਵਨ ਤੋਂ ਸੱਖਣੇ']"
ਰੰਕ ਕਉ,['ਕੰਗਾਲ ਨੂੰ']
ਰੰਕਾ,['ਕੰਗਾਲ']
ਰੰਕਾਈ,"['ਕੰਗਾਲਤਾ', 'ਨੀਚਤਾ']"
ਰੰਕੁ,"['ਕੰਗਾਲ', 'ਗ਼ਰੀਬ', 'ਕੰਗਾਲ ਮਨੁੱਖ']"
ਰੰਗ,"['ਖੇਲ', 'ਪਿਆਰ', 'ਮੌਜਾਂ', 'ਪ੍ਰੇਮ', 'ਆਨੰਦ', 'ਚੋਜ-ਤਮਾਸ਼ੇ', 'ਖ਼ੁਸ਼ੀ', 'ਕੰਗਾਲ', 'ਆਨੰਦ-ਕੌਤਕ', 'ਜਗਤ ਦੇ ਖੇਲ-ਤਮਾਸ਼ੇ', 'ਆਤਮਕ ਆਨੰਦ', 'ਤਮਾਸ਼ੇ', 'ਪ੍ਰੇਮ-ਸਰੂਪ', 'ਕੌਤਕ', 'ਰੰਕ', 'ਕਈ ਰੰਗ ਤਮਾਸ਼ੇ', 'ਸੁਹਜ', 'ਅਮੀਰ', 'ਖ਼ੁਸ਼ੀਆਂ', 'ਰੰਗ-ਤਮਾਸ਼ੇ']"
ਰੰਗ ਕਰਤੀ,['ਆਨੰਦ ਮਾਣਦੀ']
ਰੰਗ ਜੇਤੇ,['ਜਿਤਨੇ ਭੀ ਰੰਗ ਹਨ']
ਰੰਗ ਪਰੰਗ,"['ਕਈ ਰੰਗਾਂ ਦੀ', 'ਰੰਗ-ਬਰੰਗੀ', 'ਰੰਗ-ਬਰੰਗੇ']"
ਰੰਗ ਮਹਲ,['ਖ਼ੁਸ਼ੀਆਂ ਮਾਣਨ ਦਾ ਟਿਕਾਣਾ']
ਰੰਗ ਮਹਲੀ,['ਆਤਮਕ ਆਨੰਦ-ਦਾਤੇ ਪ੍ਰਭੂ ਦੇ ਮਹਲ ਵਿਚ']
ਰੰਗ ਰਟਿਆ,['ਰੰਗ ਵਿਚ ਰੱਤੇ ਹੋਏ']
ਰੰਗ ਰਤੇ,['ਪ੍ਰੇਮ-ਰੰਗ ਵਿਚ ਰੰਗੇ ਹੋਏ']
ਰੰਗ ਰਵੈ,['ਮੌਜ ਵਿਚ ਰਹਿੰਦਾ ਹੈ']
ਰੰਗ ਰਸਿ,['ਮੌਜ-ਮੇਲਿਆਂ ਦੇ ਸੁਆਦ ਵਿਚ']
ਰੰਗ ਰੰਗ ਰੰਗ,['ਅਨੇਕਾਂ ਹੀ ਰੰਗ']
ਰੰਗ ਰੰਗਨਾ,['ਰੰਗਣ ਚਾੜ੍ਹਨ ਵਾਲਾ']
ਰੰਗ ਰੰਗਿ,['ਕੌਤਕਾਂ ਦੇ ਰੰਗ ਵਿਚ']
ਰੰਗ ਲਾਇ,['ਪਿਆਰ ਬਣਾ ਕੇ']
ਰੰਗ ਸਿਉ,"['ਪਿਆਰ ਨਾਲ', 'ਪ੍ਰੇਮ ਨਾਲ', 'ਆਤਮਕ ਆਨੰਦ ਨਾਲ', 'ਆਨੰਦ ਨਾਲ', 'ਮੌਜ ਨਾਲ', 'ਸੁਆਦ ਨਾਲ']"
ਰੰਗ ਸੰਗਿ,"['ਮੌਜਾਂ ਨਾਲ', 'ਪਿਆਰ ਨਾਲ']"
ਰੰਗਣਿ,"['ਸਾਧ ਸੰਗਤਿ ਵਿਚ', 'ਮੱਟ ਵਿਚ']"
ਰੰਗਨਿ,"['ਸਜਾਵਟ', 'ਰੰਗਣ']"
ਰੰਗਨੁ,['ਸੋਹਣਾ ਰੰਗ']
ਰੰਗਾ,"['ਅਨੇਕਾਂ ਕੌਤਕ-ਤਮਾਸ਼ੇ', 'ਕਈ ਚੋਜ-ਤਮਾਸ਼ੇ ਕਰਨ ਵਾਲਾ', 'ਦੁਨੀਆ ਦੇ ਰੰਗ-ਤਮਾਸ਼ਿਆਂ ਦਾ', 'ਰੰਗ', 'ਪ੍ਰੇਮ', 'ਚੋਜ', 'ਸਭ ਚੋਜ-ਤਮਾਸ਼ੇ ਕਰਨ ਵਾਲਾ', 'ਕੌਤਕ']"
ਰੰਗਾਏ,"['ਰੰਗ ਚਾੜ੍ਹਦਾ ਹੈ', 'ਰੰਗਾ ਲਏ']"
ਰੰਗਾਏ ਲੀਤੜਾ,['ਰੰਗਾਇ ਲਿਆ ਹੈ']
ਰੰਗਾਵਲਾ,"['ਪਿਆਰਾ', 'ਸੋਹਜ-ਮਈ', 'ਰੰਗ ਪੈਦਾ ਕਰਨ ਵਾਲਾ', 'ਸੋਹਣਾ', 'ਸੁਹਾਵਣਾ']"
ਰੰਗਾਵਲੀ,"['ਰੰਗ-ਆਵਲੀ', 'ਸੁਹਾਵਣੀ']"
ਰੰਗਾਵਲੋ,['ਰੰਗਿਆ ਹੋਇਆ']
ਰੰਗਿ,"['ਹੇ ਪ੍ਰਭੂ!', 'ਮਾਇਆ ਦੇ ਮੋਹ ਵਿਚ', 'ਪ੍ਰੇਮ-ਰੰਗ', 'ਮਸਤੀ ਵਿਚ', 'ਮੌਜ ਵਿਚ', 'ਪਿਆਰ-ਰੰਗ ਵਿਚ', 'ਆਨੰਦ ਵਿਚ', 'ਮਾਇਆ ਦੇ ਰੰਗ ਵਿਚ', 'ਪ੍ਰਭੂ ਦੇ ਪ੍ਰੇਮ-ਰੰਗ ਵਿਚ', 'ਪ੍ਰੇਮ ਰੰਗ ਵਿਚ', 'ਪ੍ਰੇਮ ਵਿਚ ਕੇ', 'ਮੋਹ ਵਿਚ', 'ਪ੍ਰੇਮ ਨਾਲ', 'ਦੁਨੀਆ ਦੇ ਰੰਗ-ਤਮਾਸ਼ੇ ਵਿਚ', 'ਪਿਆਰ ਵਿਚ', 'ਜੋੜੀ ਰੱਖ', 'ਤੇਰੈ ਰੰਗਿ!', 'ਤੇਰੇ ਪ੍ਰੇਮ ਵਿਚ!', 'ਰੰਗ-ਤਮਾਸ਼ੇ ਨਾਲ', 'ਪਿਆਰ ਨਾਲ', 'ਰੰਗ ਨਾਲ', 'ਪ੍ਰੇਮ ਵਿਚ', 'ਰੰਗ', 'ਰੰਗਿ ਲੈ', 'ਪ੍ਰੇਮ-ਰੰਗ ਦੀ ਰਾਹੀਂ', 'ਰੰਗਿ ਵਿਚ', 'ਪ੍ਰੇਮ-ਰੰਗ ਨਾਲ', 'ਪ੍ਰੇਮ-ਰੰਗ ਵਿਚ', 'ਰਜ਼ਾ ਵਿਚ', 'ਪ੍ਰੇਮ-ਰੰਗਿ ਵਿਚ', 'ਰੰਗ ਵਿਚ', 'ਲਗਨ ਵਿਚ']"
ਰੰਗਿ ਏਕ,['ਇਕ ਗੋਪਾਲ ਦੇ ਰੰਗ ਵਿਚ']
ਰੰਗਿ ਕਸੁੰਭੈ,"['ਕਸੁੰਭੇ ਦੇ ਰੰਗ ਵਿਚ {ਕਸੁੰਭੇ ਫੁੱਲ ਦਾ ਰੰਗ ਚੰਗਾ ਗੂੜ੍ਹਾ ਤੇ ਸ਼ੋਖ ਹੁੰਦਾ ਹੈ, ਪਰ ਦੋ ਚਾਰ ਦਿਨ ਵਿਚ ਹੀ ਖ਼ਰਾਬ ਹੋ ਜਾਂਦਾ ਹੈ; ਇਸੇ ਤਰ੍ਹਾਂ ਮਾਇਆ ਦੇ ਭੋਗ ਭੀ ਬੜੇ ਮਨ-ਮੋਹਣੇ ਹੁੰਦੇ ਹਨ, ਪਰ ਰਹਿੰਦੇ ਚਾਰ ਦਿਨ ਹੀ ਹਨ}']"
ਰੰਗਿ ਗੁਲਾਲ,['ਗੂੜ੍ਹੇ ਰੰਗ ਵਿਚ']
ਰੰਗਿ ਚਲੂਲ,['ਗੂੜ੍ਹੇ ਰੰਗ ਵਿਚ']
ਰੰਗਿ ਚਲੂਲੇ,"['ਗੂੜ੍ਹੇ ਰੰਗ ਵਿਚ', 'ਰੰਗ ਵਿਚ ਗੂੜ੍ਹੇ ਰੰਗੇ ਹੋਏ']"
ਰੰਗਿ ਚਲੂਲੈ,['ਗੂੜ੍ਹੇ ਰੰਗ ਵਿਚ']
ਰੰਗਿ ਪਸਾਉ,"['ਹਾਵ-ਭਾਵ', 'ਪਿਆਰ-ਭਰੀ ਖੇਡ']"
ਰੰਗਿ ਰਤੌ,['ਰੰਗ ਵਿਚ ਰੱਤਾ ਹੋਇਆ']
ਰੰਗਿ ਰਸਾਲੀ,['ਸਭ ਰਸਾਂ ਦੇ ਮਾਲਕ ਪ੍ਰਭੂ ਦੇ ਪ੍ਰੇਮ ਵਿਚ']
ਰੰਗਿ ਰਾਤਾ,['ਪ੍ਰਭੂ ਦੇ ਪ੍ਰੇਮ-ਰੰਗ ਵਿਚ ਰੱਤੇ']
ਰੰਗਿ ਰਾਤੀ,['ਪ੍ਰੇਮ-ਰੰਗ ਵਿਚ ਰੰਗੀ ਹੋਈ']
ਰੰਗਿ ਰਾਤੇ,"['ਪਿਆਰ-ਰੰਗ ਵਿਚ ਰੰਗੇ ਹੋਏ', 'ਰੰਗ ਵਿਚ ਰੰਗਿਆ ਜਾਣ ਕਰਕੇ']"
ਰੰਗਿ ਰਾਤੈ,['ਪ੍ਰੇਮ ਵਿਚ ਰੱਤੇ ਪ੍ਰਭੂ ਨੇ']
ਰੰਗਿ ਰਾਤੜੀਏ,['ਹੇ ਪ੍ਰੇਮ-ਰੰਗ ਵਿਚ ਰੰਗੀ ਹੋਈ ਜੀਵ-ਇਸਤ੍ਰੀ!']
ਰੰਗਿ ਰੰਗੀਤਿ,['ਪ੍ਰੇਮ-ਰੰਗ ਵਿਚ ਰੰਗਿਆ ਜਾਂਦਾ ਹੈ']
ਰੰਗਿ ਸਰਿ,['ਪ੍ਰੇਮ ਦੇ ਸਰੋਵਰ ਵਿਚ']
ਰੰਗੀ,"['ਸਭ ਰੰਗਾਂ ਦਾ ਰਚਨ ਵਾਲਾ', 'ਅਨੇਕਾਂ ਰੰਗਾਂ-ਕੌਤਕਾਂ ਦਾ ਮਾਲਕ', 'ਰੰਗ ਵਾਲਾ', 'ਕਈ ਰੰਗਾਂ ਦੇ', 'ਰੰਗਣ ਵਾਲੀ']"
ਰੰਗੀ ਰੂਪੀ,['ਰੰਗਾਂ ਵਿਚ ਰੂਪਾਂ ਵਿਚ']
ਰੰਗੀ ਰੰਗੀ,"['ਕਈ ਰੰਗਾਂ ਦੀ', 'ਰੰਗਾਂ ਰੰਗਾਂ ਦੀ']"
ਰੰਗੀ ਲੇ,['ਮੈਂ ਰੰਗ ਲਈ ਹੈ']
ਰੰਗੀਐ,['ਰੰਗਿਆ ਜਾਂਦਾ']
ਰੰਗੀਓ,"['ਰੰਗੀਲਾ', 'ਸੁਹਣਾ']"
ਰੰਗੀਲਾ,['ਆਨੰਦ-ਸਰੂਪ']
ਰੰਗੀਲੇ,"['ਅਨੇਕਾਂ ਕੌਤਕ ਕਰਨ ਵਾਲੇ', 'ਚੋਜੀ', 'ਹੇ ਚੋਜੀ!', 'ਹੇ ਰੰਗੀਲੇ! {ਰੰਗ-ਆਲਯ} ਹੇ ਆਨੰਦ ਦੇ ਸੋਮੇ!']"
ਰੰਗੁ,"['ਖੇਲ', 'ਲਗਨ', 'ਪਿਆਰ', 'ਪ੍ਰੇਮ-ਰੰਗ', 'ਪ੍ਰੇਮ', 'ਆਨੰਦ', 'ਕੰਗਾਲ', 'ਤਮਾਸ਼ਾ', 'ਪਿਆਰ ਦਾ ਰੰਗ', 'ਸਾਥ', 'ਆਤਮਕ ਆਨੰਦ', 'ਰੰਗ', 'ਰੰਗ-ਭੂਮੀ ਜਿਥੇ ਨਟ ਆ ਕੇ ਆਪਣਾ ਖੇਲ ਵਿਖਾਂਦੇ ਹਨ', 'ਪ੍ਰਭਾਵ', 'ਪਿਆਰਾ', 'ਰੰਕ', 'ਨਾਮ ਦਾ ਰੰਗ', 'ਮੌਜ', 'ਪ੍ਰੇਮ ਰੰਗ', 'ਸੰਗਤਿ', 'ਮੌਜ-ਬਹਾਰ', 'ਲਾਲੀ']"
ਰੰਗੁ ਕਸੁੰਭ,['ਕਸੁੰਭੇ ਦੇ ਫੁੱਲ ਦਾ ਰੰਗ']
ਰੰਗੁ ਕੀਆ,['ਆਤਮਕ ਆਨੰਦ ਮਾਣਿਆ']
ਰੰਗੁ ਦੇਵ,['ਪ੍ਰਭੂ ਦੇਵ ਦੇ ਪਿਆਰ ਦਾ ਰੰਗ']
ਰੰਗੁ ਮਜੀਠੈ,['ਮਜੀਠ ਦਾ ਰੰਗ']
ਰੰਗੁ ਮਾਣੀ,['ਰੰਗ ਮਾਣਦੀ']
ਰੰਗੁ ਲਾਇ,"['ਪਿਆਰ ਨਾਲ', 'ਰੰਗ ਲਾ ਕੇ']"
ਰੰਗੁ ਲਾਏ,['ਆਤਮਕ ਆਨੰਦ ਮਾਣਦੀ ਹੈ']
ਰੰਗੁ ਲਾਲਨ,['ਪਿਆਰੇ ਪ੍ਰਭੂ ਦਾ ਪ੍ਰੇਮ']
ਰੰਗੁ ਸੋਇ,['ਉਹ ਰੰਗ ਜੋ ਵਧੀਆ ਪੱਕਾ ਰੰਗ']
ਰੰਗੁਲ,['ਰੰਗੁਲੀ']
ਰੰਗੁਲਾ,"['ਪਿਆਰਾ', 'ਸੋਹਣਾ', 'ਸੋਹਣੇ ਰੰਗ ਵਾਲਾ', 'ਆਨੰਦ-ਸਰੂਪ', 'ਰੰਗੀਲਾ', 'ਚੋਜ ਕਰਨ ਵਾਲਾ']"
ਰੰਗੁਲੇ,"['ਪਿਆਰੇ', 'ਰੰਗੇ ਹੋਏ', 'ਪ੍ਰਭੂ ਦੇ ਪਿਆਰ ਵਿਚ ਰੰਗੇ ਹੋਏ', 'ਰੰਗੀਲੇ', 'ਸੋਹਣੇ']"
ਰੰਗੇ,"['ਪਿਆਰ ਨਾਲ', 'ਰੰਗ ਵਿਚ', 'ਰੰਗ ਲਵੋ', 'ਰੰਗ ਦੇਂਦਾ ਹੈ। ਸਹਿਜ-ਆਤਮਕ ਅਡੋਲਤਾ ਵਿਚ', 'ਪ੍ਰੇਮ ਵਿਚ', 'ਪ੍ਰੇਮ ਨਾਲ', 'ਪਿਆਰ ਵਿਚ', 'ਪ੍ਰੇਮ-ਰੰਗ ਵਿਚ ਹੀ', 'ਰੰਗਿ ਹੀ', 'ਰੰਗਿ']"
ਰੰਗੇਤੜਾ,['ਰੰਗਿਆ ਜਾ']
ਰੰਗੋ,"['ਰੰਗ ਚਾੜ੍ਹੋ', 'ਰੰਗੁ', 'ਰੰਗਹੁ', 'ਆਨੰਦ']"
ਰੰਙਣਿ,"['ਮੱਟ', 'ਉਹ ਖੁਲ੍ਹਾ ਭਾਂਡਾ ਜਿਸ ਵਿਚ ਨੀਲਾਰੀ ਕੱਪੜੇ ਰੰਗਦਾ ਹੈ', 'ਮੱਟੀ']"
ਰੰਙੁ,"['ਪ੍ਰੇਮ', 'ਰੰਗ', 'ਪਿਆਰ']"
ਰੰਚ,"['ਰਤਾ ਭਰ', 'ਰਤਾ ਭੀ']"
ਰੰਚਕ ਰੇਤ,['ਰਤਾ ਕੁ ਬੀਰਜ']
ਰੰਜੀਐ,['ਪ੍ਰਸੰਨ ਹੁੰਦਾ']
ਰੰਞਾਣੀ,['ਦੁਖੀ']
ਰੰਞਾਣੈ,['ਦੁਖੀ ਕਰਦਾ ਹੈ']
ਰੰਡ,"['ਰੰਡੀਆਂ', 'ਨਿਖਸਮੀ', 'ਵਿਛੁੜੀ ਹੋਈ']"
ਰੰਡੀ,['ਵਿਭਚਾਰਨ ਇਸਤ੍ਰੀ']
ਰੰਨਾ,['ਇਸਤ੍ਰੀਆਂ']
ਰੰਮਿਆ,['ਸਿਮਰਿਆਂ']
ਲਇਅਨੁ,"['ਲਏ ਹਨ ਉਸ ਨੇ', 'ਲਏ ਉਨਿ', 'ਉਸ ਪ੍ਰਭੂ ਨੇ ਲਏ ਹਨ']"
ਲਇਅਨੁ ਲਾਇ,['ਉਸ ਨੇ ਲਾ ਲਏ ਹਨ']
ਲਇਆ ਵਾਸੇਰਾ,['ਡੇਰਾ ਲਾਇਆ ਹੋਇਆ ਹੈ']
ਲਇਓਨੁ,"['ਲਿਆ ਹੈ ਉਸ ਨੇ', 'ਉਸ ਨੇ ਲਏ']"
ਲਇਓਨੁ ਮਿਲਾਇ,['ਉਸ ਨੇ ਮਿਲਾ ਲਿਆ']
ਲਈ,"['ਲਈਂ', 'ਮੈਂ ਲੈਂਦਾ ਹਾਂ', 'ਲਿਆਂ', 'ਮੈਂ ਲੈ ਲਵਾਂ', 'ਸਿਮਰਿਆਂ', 'ਲੈਂਦਾ ਹਾਂ']"
ਲਈ ਲਈ ਜਾਈਐ,"['ਲਈ ਹੀ ਜਾਂਦਾ ਹੈ', 'ਸਦਾ ਚੇਤੇ ਰੱਖਦਾ ਹੈ']"
ਲਈਅਨਿ ਪਰਖਿ,['ਪਰਖ ਲਏ ਜਾਂਦੇ ਹਨ']
ਲਈਐ,['ਲਈਦਾ ਹੈ']
ਲਈਐ ਧੋਇ,['ਧੋ ਲਈਦਾ ਹੈ']
ਲਈਜੈ,['ਲੈਣੀ ਚਾਹੀਦੀ ਹੈ']
ਲਉ,"['ਤਕ', 'ਤਰੋਪੇ', 'ਲੈ', 'ਮੈਂ ਲੈ ਲਵਾਂ', 'ਨਗੰਦੇ', 'ਤੱਕ']"
ਲਉਕਾ,['ਤੂੰਬਾ']
ਲਉਕੀ,['ਤੂੰਬੀ']
ਲਉਡਾ,"['ਦਾਸ', 'ਸੇਵਕ']"
ਲਏ,"['ਲੈ ਕੇ', 'ਸਿਮਰਦਾ ਹੈ', 'ਲੈਂਦਾ ਹੈ', 'ਲਾਂਦਾ ਹੈ']"
ਲਏ ਉਬਾਰਿ,"['ਉਬਾਰਿ ਲਏ', 'ਬਚਾ ਲਏ', 'ਬਚਾ ਲੈਂਦਾ ਹੈ']"
ਲਏ ਉਬਾਰੇ,['ਲਏ ਉਬਾਰਿ']
ਲਏ ਛਡਾਇ,['ਲੇਖੇ ਤੋਂ ਬਚਾ ਲੈਂਦਾ ਹੈ']
ਲਏ ਦਿਤੇ ਵਿਣੁ,"['ਮਾਇਆ ਲੈਣ ਦੇਣ ਤੋਂ ਬਿਨਾ', 'ਰਿਸ਼ਵਤ ਤੋਂ ਬਿਨਾ']"
ਲਏ ਨਿਵਾਰੇ,"['ਦੂਰ ਕਰ ਦਿੱਤੇ', 'ਨਿਵਾਰਿ ਲਏ']"
ਲਏ ਫਿਰਾਉ,"['ਫੇਰਾ ਲੈਂਦੀ ਹੈ', 'ਤੁਰਦੀ-ਫਿਰਦੀ ਹੈ', 'ਜੀਵਨ-ਤੋਰ ਤੁਰਦੀ ਹੈ']"
ਲਏ ਬਹੋੜਿ,['ਮੋੜ ਲੈਂਦਾ ਹੈ']
ਲਏ ਮਿਲਾਈ,['ਮਿਲਾ ਲਏ']
ਲਏ ਮਿਲਾਏ,['ਲਏ ਮਿਲਾਇ']
ਲਏ ਲਵਾਏ,"['ਲਵਾਇ ਲਏ', 'ਨਾਮ ਦੀ ਲਗਨ ਪੈਦਾ ਕਰਦਾ ਹੈ']"
ਲਏ ਸਮਾਏ,['ਸਮੇਟ ਲੈਂਦਾ ਹੈ']
ਲਏਇ,"['ਜਪਦਾ ਹੈ', 'ਲੈਂਦਾ ਹੈ']"
ਲਏਨਿ,['ਲੈਂਦੇ ਹਨ']
ਲਕੁਟੀ,"['ਛੋਟੀ ਲੱਕੜੀ', 'ਡੰਗੋਰੀ', 'ਸੋਟੀ']"
ਲਕੜੀ,['ਡੰਡਾ']
ਲਖ,"['ਲੱਖ ਵਾਰੀ', 'ਬਿਆਨ ਕਰਨਾ', 'ਨਿਸ਼ਾਨ', 'ਲੱਖਾਂ ਵਾਰੀ', 'ਚਿਹਨ', 'ਨਿਸ਼ਾਨਾ', 'ਲੱਖ', 'ਲੱਖਾਂ ਹੀ']"
ਲਖ ਕਉ,['ਲੱਖਾਂ ਦੀ ਖ਼ਾਤਰ']
ਲਖ ਕੋਸਨ ਕਉ,['ਲੱਖਾਂ ਕੋਹਾਂ ਨੂੰ']
ਲਖ ਜੀਵਣੁ,['ਲੱਖਾਂ ਵਰ੍ਹਿਆਂ ਦੀ ਜ਼ਿੰਦਗੀ']
ਲਖ ਦਰੀਆਉ,['ਲੱਖਾਂ ਦਰਿਆ']
ਲਖ ਬਾਰੀ,['ਲੱਖਾਂ ਵਾਰੀ']
ਲਖ ਬਾਹੇ,"['ਲੱਖਾਂ ਫ਼ੌਜਾਂ', 'ਲੱਖਾਂ ਬਾਹਾਂ']"
ਲਖ ਵੀਸ,['ਵੀਹ ਲੱਖ']
ਲਖ ਹੋਵਹਿ,['ਲੱਖ ਤੋਂ ਹੋ ਜਾਣ']
ਲਖਉ,"['ਲਖਉਂ', 'ਮੈਂ ਪਛਾਣਾਂ']"
ਲਖਣ,"['ਲੱਛਣ', 'ਇਲਾਮਤਾਂ']"
ਲਖਨੁ ਨ ਜਾਈ,['ਬਿਆਨ ਨਹੀਂ ਕੀਤਾ ਜਾ ਸਕਦਾ']
ਲਖਮੀ,['ਮਾਇਆ']
ਲਖਮੀ ਨਾਰਾਇਣ,['ਲੱਛਮੀ ਦਾ ਪਤੀ ਨਾਰਾਇਣ']
ਲਖਹੁ,['ਲੱਖਾਂ ਜੀਆਂ ਤੋਂ']
ਲਖਾ,"['ਲਖ', 'ਵੇਖ']"
ਲਖਾਇ,['ਪਰਗਟ ਕਰ ਦਿੱਤਾ']
ਲਖਾਇਆ,['ਵਿਖਾ ਦਿੱਤਾ']
ਲਖਾਏ,"['ਸਮਝਾ ਦੇਂਦਾ ਹੈ', 'ਵਿਖਾ ਦੇਂਦਾ ਹੈ', 'ਸੂਝ ਪੈਦਾ ਕਰ ਦੇਂਦਾ ਹੈ']"
ਲਖਾਯਉ,['ਦਿਖਾਇਆ ਹੈ']
ਲਖਾਰੇ,"['ਵਿਖਾ ਦੇ', 'ਸੂਝ ਬਖ਼ਸ਼', 'ਲਖਾਰਿ']"
ਲਖਾਵਉ ਨਾਹਿ,['ਮੈਂ ਦੱਸਦੀ ਨਹੀਂ']
ਲਖਾਵਹੇ,"['ਜਣਾਏਂ', 'ਵਿਖਾਏਂ']"
